Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Registrar Horas de Trabajo,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Campo personalizado (Casos de prueba),Campo personalizado (Criterios de aceptacion),Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Team),Campo personalizado (Tipo),Campo personalizado (development),Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
Generar orden desde cotización,DUMI-95,10528,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:03 PM,04/dic/25 11:26 AM,04/dic/25 11:17 AM,,,0,*Yo como* empleado *quiero* convertir una cotización pendiente en orden *para* iniciar la producción del pedido.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Seleccionar una cotización pendiente, definir fecha y dirección válidas y confirmar que se crea la orden con estado {{IN_PRODUCTION}} y que la cotización pasa a {{APPROVED}}.
* Intentar convertir una cotización que ya fue cancelada o rechazada y comprobar que el sistema lo impide.
* Definir una fecha de entrega fuera del rango permitido (por ejemplo 3 días o 3 meses) y verificar que se muestra un mensaje de error.","* Sólo se pueden generar órdenes a partir de cotizaciones en estado {{PENDING}} (la creación de la orden actualiza automáticamente el estado de la cotización a {{APPROVED}}).
* Al crear la orden se debe ingresar la fecha de entrega (entre 7 días y 60 días a partir de la fecha actual) y la dirección completa (departamento, ciudad, distrito, calle).
* La orden generada debe heredar el total de la cotización y establecer su estado inicial en {{IN_PRODUCTION}}.",,0|i0009v:,Tablero Sprint 2,,,,{},,Por hacer,20/nov/25 1:03 PM,10473,DUMI-76,Gestión de órdenes
Finalizar orden de producción,DUMI-96,10529,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:03 PM,04/dic/25 11:26 AM,04/dic/25 1:34 PM,,,0,"*Yo como* empleado *quiero* cambiar el estado de una orden a ""DONE"" (Finalizado) *para* indicar que el proceso de producción ha terminado y el pedido está listo para entrega.",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Cambiar una orden en {{IN_PRODUCTION}} a {{DONE}} y verificar que el cambio persiste.
* Intentar finalizar una orden que ya está en {{DONE}} y verificar que el sistema lanza error.","# El empleado puede modificar el estado de una orden específica a {{DONE}}.
# *Validación de Transición:* El cambio de estado a {{DONE}} SOLO es permitido si la orden se encuentra actualmente en estado {{IN_PRODUCTION}}. Si está en otro estado (ej. {{CANCELLED}}), el sistema debe impedirlo y mostrar un error.
# No se requiere ingresar información de pagos ni montos en esta fase (se asume pago externo o contra entrega).",,0|i000a2:,Tablero Sprint 2,,,,{},,Por hacer,20/nov/25 1:03 PM,10473,DUMI-76,Gestión de órdenes
Listar órdenes,DUMI-97,10530,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:03 PM,04/dic/25 11:26 AM,04/dic/25 1:31 PM,,,0,*Yo como* empleado *quiero* ver la lista de órdenes generadas *para* gestionar la producción y entrega de los pedidos.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,* Crear varias órdenes y confirmar que aparecen en la lista con su información correcta.,"* Se debe mostrar una tabla con todas las órdenes, incluyendo identificador, cliente, total, fecha de entrega y estado ({{IN_PRODUCTION}} o {{DONE}}).",,0|i000a9:,Tablero Sprint 2,,,,{},,Por hacer,20/nov/25 1:03 PM,10473,DUMI-76,Gestión de órdenes
Cancelar orden,DUMI-98,10531,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:04 PM,04/dic/25 11:26 AM,04/dic/25 1:41 PM,,,0,*Yo como* empleado *quiero* poder cancelar una orden en producción *para* gestionar situaciones en las que el cliente anula el pedido o no se completa el pago.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"# Cancelar una orden en estado {{IN_PRODUCTION}} y verificar que su estado cambia a {{CANCELLED}} y ya no aparece en la lista de órdenes activas.
# Intentar cancelar una orden ya finalizada ({{DONE}}) y verificar que el sistema lo impide.","# Sólo las órdenes en estado {{IN_PRODUCTION}} pueden ser canceladas; al cancelarlas su estado cambia a {{CANCELLED}}.
# Al cancelar una orden, se registra el motivo y se actualiza su estado a {{CANCELLED}}. Una orden cancelada no puede volver a activarse ni completarse.",,0|i000b3:,Tablero Sprint 2,,,,{},,Por hacer,20/nov/25 1:04 PM,10473,DUMI-76,Gestión de órdenes
Consulta de órdenes para clientes,DUMI-99,10564,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:54 PM,04/dic/25 11:41 AM,04/dic/25 10:31 AM,,,0,*Yo como* cliente *quiero* ver el estado y la fecha de entrega de mi pedido *para* realizar el seguimiento de mi compra.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Realizar una compra en línea, acceder al historial de pedidos y confirmar que se muestran sólo las órdenes propias creadas en el portal.
* Seleccionar un pedido y comprobar que se muestran sus detalles completos (productos, cantidades, precios, fechas).
* Intentar acceder a la orden de otro cliente (manipulando la URL) o a una orden creada internamente y comprobar que el acceso se deniega.","* El cliente sólo puede ver las órdenes que haya realizado en el e‑commerce; no se muestran ni las órdenes internas ni las cotizaciones generadas por empleados.
* Debe mostrarse información de la orden: fecha de creación, estado ({{IN_PRODUCTION}} o {{DONE}}), fecha de entrega y total pagado.
* El cliente debe poder ver el detalle de los productos incluidos en la orden.",,0|i000cz:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:54 PM,10476,DUMI-79,Seguimiento y cierre de pedidos
Visualizar catálogo,DUMI-100,10565,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:56 PM,04/dic/25 11:26 AM,,,,0,"*Yo como* cliente *quiero* visualizar el catálogo de prendas con sus imágenes, precios y variantes *para* elegir productos.",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Acceder al catálogo y verificar que se muestran todas las prendas activas con su imagen, nombre y precio.
* Desactivar una prenda en el administrador y comprobar que deja de aparecer en el catálogo público.","* El catálogo muestra cada prenda con una imagen representativa, nombre y precio base.
* El catálogo sólo incluye prendas activas; las prendas desactivadas por el administrador no se muestran.",,0|i000bj:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:56 PM,10474,DUMI-77,Catálogo e‑commerce
Búsqueda en el catálogo,DUMI-101,10566,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:56 PM,04/dic/25 11:26 AM,,,,0,*Yo como* cliente *quiero* buscar prendas por nombre *para* encontrar productos específicos rápidamente.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Escribir el nombre de una prenda y verificar que aparecen resultados coincidentes y que desaparecen las demás.
* Escribir un término inexistente y comprobar que se muestra un mensaje de “No se encontraron resultados”.","* Debe existir un campo de búsqueda en la página del catálogo.
* Los resultados deben actualizarse conforme el usuario escribe, mostrando sólo las prendas cuyo nombre coincida parcial o totalmente con el término buscado.
* La búsqueda debe ignorar mayúsculas y minúsculas.",,0|i000bp:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:56 PM,10474,DUMI-77,Catálogo e‑commerce
 Ver detalle de prenda,DUMI-102,10567,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:56 PM,04/dic/25 11:26 AM,,,,0,"*Yo como* cliente *quiero* ver el detalle de una prenda *para* conocer su descripción, tallas disponibles y precios adicionales antes de comprar.",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Abrir el detalle de una prenda y confirmar que se muestran la descripción y las imágenes adicionales.
* Seleccionar diferentes combinaciones de talla y género y verificar que el precio cambia adecuadamente.
* Intentar abrir el detalle de una prenda desactivada y comprobar que se muestra un mensaje de “Producto no disponible”.","* Al seleccionar una prenda en el catálogo, se abre una página o modal con información detallada: nombre, descripción, imágenes adicionales, tallas y géneros disponibles y sus precios.
* Se muestran las variantes disponibles y permite seleccionar una para añadirla al carrito.
* Si la prenda no tiene stock o está desactivada, se indica que no está disponible para la compra.",,0|i000bn:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:56 PM,10474,DUMI-77,Catálogo e‑commerce
Añadir productos al carrito,DUMI-103,10568,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:56 PM,04/dic/25 11:27 AM,,,,0,"*Yo como* cliente *quiero* añadir una prenda al carrito seleccionando talla, género y cantidad *para* preparar mi compra.",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Añadir una prenda seleccionando talla y género y verificar que aparece en el carrito con la cantidad correcta.
* Intentar añadir una prenda sin seleccionar variante y confirmar que se muestra un mensaje de error.
* Añadir la misma prenda y variante dos veces y verificar que la cantidad se incrementa en el carrito.","* Existe un botón “Añadir al carrito” en el catálogo o en el detalle de la prenda.
* Es obligatorio seleccionar la variante (talla y género) antes de añadir la prenda al carrito.
* Si la combinación ya está en el carrito, se incrementa la cantidad en lugar de crear una línea nueva.
* El sistema muestra un mensaje de confirmación al añadir el producto.",,0|i000bq:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:56 PM,10475,DUMI-78,Carrito y pagos
Modificar y eliminar productos del carrito,DUMI-104,10569,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:56 PM,04/dic/25 11:27 AM,,,,0,*Yo como* cliente *quiero* modificar la cantidad o eliminar un producto del carrito *para* ajustar mi pedido antes de pagar.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Incrementar y decrementar la cantidad de un producto y confirmar que el total se actualiza correctamente.
* Reducir la cantidad hasta 0 y verificar que la línea desaparece del carrito.
* Eliminar un producto y comprobar que desaparece y que el total se ajusta.","* Es posible aumentar o disminuir la cantidad de cada línea del carrito con botones o un campo numérico.
* La cantidad mínima es 1; si el usuario reduce la cantidad a cero se debe eliminar la línea del carrito.
* Existe un botón de eliminación para quitar un artículo completo del carrito.
* Al modificar cantidades o eliminar productos, el total del carrito se actualiza inmediatamente.",,0|i000bq:i,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:56 PM,10475,DUMI-78,Carrito y pagos
Ver total del carrito,DUMI-105,10570,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:27 AM,,,,0,*Yo como* cliente *quiero* ver el precio total de mi carrito *para* conocer cuánto voy a pagar antes de proceder.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Añadir varios productos con diferentes precios y verificar que el total corresponde a la suma esperada.
* Modificar la cantidad de un producto y confirmar que el total se actualiza.
* Vaciar el carrito y comprobar que el total pasa a 0 y se muestra un mensaje de carrito vacío.","* El total del carrito muestra la suma de cada línea (precio base + adicional × cantidad).
* Al modificar cantidades o añadir/eliminar productos, el total se recalcula automáticamente.
* Si el carrito está vacío, el total debe ser 0 y se indica que no hay productos.",,0|i000bq:r,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10475,DUMI-78,Carrito y pagos
Pago del carrito,DUMI-106,10571,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:27 AM,,,,0,*Yo como* cliente *quiero* pagar mi carrito mediante una pasarela de pago *para* completar mi compra.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Realizar un pago exitoso y verificar que se genera la orden, se vacía el carrito y se envía el correo de confirmación.
* Simular un fallo en el pago y comprobar que se muestra un mensaje de error y el carrito se mantiene igual.
* Cancelar el proceso de pago en la pasarela y confirmar que el usuario regresa al carrito sin cambios.","* Al pulsar “Pagar”, el sistema redirige a la pasarela de pagos o abre un formulario seguro según la integración elegida.
* El pago se procesa de forma segura y, si es exitoso, genera una orden con estado inicial {{DONE}}
* Si el pago falla o el usuario cancela el proceso, el carrito permanece intacto y se muestra un mensaje de error o cancelación.
* Se envía un correo de confirmación al cliente con el resumen de la compra.",,0|i000bq:v,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10475,DUMI-78,Carrito y pagos
Historial de pedidos para clientes,DUMI-107,10572,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:41 AM,,,,0,*Yo como* cliente *quiero* consultar el historial de mis pedidos *para* conocer su estado y detalles de las compras realizadas en línea.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Iniciar sesión como cliente, acceder a “Mis pedidos” y verificar que se muestran únicamente los pedidos creados en el e‑commerce.
* Seleccionar un pedido y comprobar que se muestran sus detalles completos.
* Intentar acceder a la URL de un pedido de otro cliente o de una orden interna y confirmar que el sistema deniega el acceso.","* Debe existir una sección “Mis pedidos” donde se liste cada pedido realizado en línea con fecha, estado y total.
* El cliente sólo puede ver sus pedidos; no tiene acceso a pedidos de otros usuarios ni a las órdenes internas.
* Al seleccionar un pedido se muestran los detalles: productos, cantidades, precios, fecha de entrega y dirección.",,0|i000d3:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10476,DUMI-79,Seguimiento y cierre de pedidos
Actualización de estado por empleado o administrador,DUMI-108,10573,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:41 AM,,,,0,*Yo como* usuario con permisos de gestión (empleado o administrador) *quiero* actualizar el estado de los pedidos e‑commerce *para* reflejar su avance en la producción y entrega.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Cambiar el estado de un pedido a {{DONE}} y verificar que se registra correctamente y que se envía la notificación al cliente.
* Intentar cambiar el estado como un usuario sin rol de gestión y confirmar que se deniega el permiso.","* Se permite a los usuarios con rol {{seller}} o {{admin}} cambiar el estado de un pedido de {{IN_PRODUCTION}} a {{DONE}} cuando se completa la producción o se entrega al cliente.
* La interfaz registra la fecha y el usuario que realizó la actualización.
* El cambio de estado envía una notificación al cliente (correo electrónico) informando el nuevo estado.
* Los usuarios sin permisos de gestión no pueden acceder a esta funcionalidad.",,0|i000db:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10476,DUMI-79,Seguimiento y cierre de pedidos
Reportes de ventas y producción,DUMI-109,10574,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:42 AM,,,,0,*Yo como* administrador *quiero* generar reportes de ventas y producción *para* analizar el rendimiento del negocio y tomar decisiones.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Generar un reporte mensual de ventas y verificar que se incluyen los campos esperados y que los números coinciden con las órdenes registradas.
* Exportar el reporte a PDF y comprobar que el archivo se genera correctamente.
* Generar un reporte con un rango de fechas sin ventas y comprobar que el reporte indica 0 ventas.","* El sistema permite generar reportes por rango de fechas (por ejemplo, semanal o mensual) y exportarlos a formatos (PDF o Excel).
* Los reportes incluyen ventas totales, número de pedidos, productos más vendidos y tiempos promedio de producción.
* Se respeta la privacidad de los clientes; los datos personales se muestran de forma anonimizada o agregada.",,0|i000dz:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10476,DUMI-79,Seguimiento y cierre de pedidos
Notificaciones por cambio de estado,DUMI-110,10575,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,20/nov/25 1:57 PM,04/dic/25 11:42 AM,,,,0,*Yo como* administrador o empleado *quiero* enviar notificaciones por cambio de estado *para* mantener informado al cliente.,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,"* Cambiar el estado de un pedido y confirmar que el cliente recibe un correo con los datos correctos.
* Actualizar el estado varias veces en un mismo pedido y verificar que se envía una notificación por cada cambio, sin duplicados.","* Cada vez que se actualiza el estado de un pedido, el sistema envía una notificación por correo electrónico o mensaje en la aplicación al cliente.
* La notificación incluye el identificador del pedido, el nuevo estado y la fecha de cambio.
* El sistema garantiza que cada actualización genera una única notificación",,0|i000dr:,Tablero Sprint 3,,,,{},,Por hacer,20/nov/25 1:57 PM,10476,DUMI-79,Seguimiento y cierre de pedidos
